"BugId","GT","Prof 1","Prof 2","Prof 3","Prof 4","Prof 5","Prof 6","Prof 7","Prof 8","Prof 9","Prof 10","Prof 11","Prof 12"
"42120","22","30","59","23","59","0.0","33","0.0","0.0","32","67","28","0.0"
"39024","15","65","32","49","14","0.0","2","0.0","40","32","0.0","31","0.0"
"40725","33","7","32","3","24","0.0","19","0.0","48","14","0.0","40","0.0"
"48849","65","26","32","18","31","0.0","69","0.0","0.0","19","0.0","19","0.0"
"50438","71","31","67","13","14","0.0","28","0.0","0.0","30","0.0","39","0.0"
"40916","57","49","26","55","75","0.0","28","0.0","0.0","32","57","61","0.0"
"39772","56","13","48","65","49","0.0","49","0.0","48","26","0.0","26","0.0"
"50572","59","57","48","32","23","0.0","11","0.0","0.0","28","0.0","39","0.0"
"64362","75","32","49","56","32","0.0","26","0.0","0.0","45","0.0","71","0.0"
"50631","56","24","48","49","28","0.0","59","0.0","0.0","59","0.0","32","0.0"
"50534","59","57","28","37","24","0.0","19","0.0","0.0","3","0.0","4","0.0"
"51085","57","32","39","24","14","0.0","49","0.0","0.0","1","0.0","28","0.0"
"41090","28","23","61","65","15","0.0","54","0.0","0.0","18","39","32","0.0"
"71747","59","9","39","49","30","0.0","4","0.0","0.0","37","0.0","39","0.0"
"45729","73","67","7","48","31","0.0","10","0.0","0.0","28","0.0","10","0.0"
"42138","15","61","18","69","14","0.0","32","0.0","0.0","31","26","32","0.0"
"63832","57","56","57","48","39","0.0","23","0.0","0.0","45","0.0","19","0.0"
"49811","59","49","15","45","2","0.0","19","0.0","0.0","57","0.0","24","0.0"
"40060","33","19","19","23","57","0.0","2","0.0","13","67","0.0","28","0.0"
"42185","3","65","33","75","45","0.0","17","0.0","0.0","69","57","32","0.0"
